Listwise Learning to Rank from Crowds,Ou Wu (Chinese Academy of Sciences);Qiang You (Chinese Academy of Sciences);Fen Xia (Baidu);Lei Ma (Chinese Academy of Sciences);Weiming Hu (Center for Excellence in Education);,"2131587498,2114484540,2030972760,2684686231,2124189993","Learning to rank has received great attention in recent years as it plays a crucial role in many applications such as information retrieval and data mining. The existing concept of learning to rank assumes that each training instance is associated with a reliable label. However, in practice, this assumption does not necessarily hold true as it may be infeasible or remarkably expensive to obtain reliable labels for many learning to rank applications. Therefore, a feasible approach is to collect labels from crowds and then learn a ranking function from crowdsourcing labels. This study explores the listwise learning to rank with crowdsourcing labels obtained from multiple annotators, who may be unreliable. A new probabilistic ranking model is first proposed by combining two existing models. Subsequently, a ranking function is trained by proposing a maximum likelihood learning approach, which estimates ground-truth labels and annotator expertise, and trains the ranking function iteratively. In practical crowdsourcing machine learning, valuable side information (e.g., professional grades) about involved annotators is normally attainable. Therefore, this study also investigates learning to rank from crowd labels when side information on the expertise of involved annotators is available. In particular, three basic types of side information are investigated, and corresponding learning algorithms are consequently introduced. Further, the top-k learning to rank from crowdsourcing labels are explored to deal with long training ranking lists. The proposed algorithms are tested on both synthetic and real-world data. Results reveal that the maximum likelihood estimation approach significantly outperforms the average approach and existing crowdsourcing regression methods. The performances of the proposed algorithms are comparable to those of the learning model in consideration reliable labels. The results of the investigation further indicate that side information is helpful in inferring both ranking functions and expertise degrees of annotators.",2016,ACM Transactions on Knowledge Discovery From Data volume 11 issue 1 pp 4,ranking svm;crowdsourcing;learning to rank;data science;data mining;machine learning;statistics;computer science;
The Convergence Behavior of Naive Bayes on Large Sparse Datasets,Xiang Li (University of Western Ontario);Charles X. Ling (University of Western Ontario);Huaimin Wang (National University of Defense Technology);,"2545671809,2664974409,2629383824","Large and sparse datasets with a lot of missing values are common in the big data era, such as user behaviors over a large number of items. Classification in such datasets is an important topic for machine learning and data mining. Practically, naive Bayes is still a popular classification algorithm for large sparse datasets, as its time and space complexity scales linearly with the size of non-missing values. However, several important questions about the behavior of naive Bayes are yet to be answered. For example, how different mechanisms of data missing, data sparsity, and the number of attributes systematically affect the learning curves and convergence? In this paper, we address several common data missing mechanisms and propose novel data generation methods based on these mechanisms. We generate large and sparse data systematically, and study the entire AUC (Area Under ROC Curve) learning curve and convergence behavior of naive Bayes. We not only have several important experiment observations, but also provide detailed theoretic studies. Finally, we summarize our empirical and theoretic results as an intuitive decision flowchart and a useful guideline for classifying large sparse datasets in practice.",2016,ACM Transactions on Knowledge Discovery From Data volume 11 issue 1 pp 10,data mining;pattern recognition;machine learning;statistics;computer science;
Greedily Improving Our Own Closeness Centrality in a Network,Pierluigi Crescenzi (University of Florence);Gianlorenzo D'Angelo (University of L'Aquila);Lorenzo Severini;Yllka Velaj;,"1965972254,2116422004,2254520887,2272812221","The closeness centrality is a well-known measure of importance of a vertex within a given complex network. Having high closeness centrality can have positive impact on the vertex itself: hence, in this paper we consider the optimization problem of determining how much a vertex can increase its centrality by creating a limited amount of new edges incident to it. We will consider both the undirected and the directed graph cases. In both cases, we first prove that the optimization problem does not admit a polynomial-time approximation scheme (unless P e NP ), and then propose a greedy approximation algorithm (with an almost tight approximation ratio), whose performance is then tested on synthetic graphs and real-world networks.",2016,ACM Transactions on Knowledge Discovery From Data volume 11 issue 1 pp 1-32,alpha centrality;network controllability;vertex cover;centrality;betweenness centrality;greedy algorithm;network theory;approximation algorithm;discrete mathematics;combinatorics;mathematical optimization;computer science;mathematics;
Fast Sampling for Time-Varying Determinantal Point Processes,"Maoying Qiao (University of Technology, Sydney);Richard Yi Da Xu (University of Technology, Sydney);Wei Bian (University of Technology, Sydney);Dacheng Tao (University of Technology, Sydney);","2160234802,2152568082,2423075020,2104129307","Determinantal Point Processes (DPPs) are stochastic models which assign each subset of a base dataset with a probability proportional to the subset’s degree of diversity. It has been shown that DPPs are particularly appropriate in data subset selection and summarization (e.g., news display, video summarizations). DPPs prefer diverse subsets while other conventional models cannot offer. However, DPPs inference algorithms have a polynomial time complexity which makes it difficult to handle large and time-varying datasets, especially when real-time processing is required. To address this limitation, we developed a fast sampling algorithm for DPPs which takes advantage of the nature of some time-varying data (e.g., news corpora updating, communication network evolving), where the data changes between time stamps are relatively small. The proposed algorithm is built upon the simplification of marginal density functions over successive time stamps and the sequential Monte Carlo (SMC) sampling technique. Evaluations on both a real-world news dataset and the Enron Corpus confirm the efficiency of the proposed algorithm.",2016,ACM Transactions on Knowledge Discovery From Data volume 11 issue 1 pp 8,particle filter;econometrics;data mining;machine learning;mathematical optimization;statistics;computer science;mathematics;
Latent Time-Series Motifs,Josif Grabocka (University of Hildesheim);Nicolas Schilling (University of Hildesheim);Lars Schmidt-Thieme (University of Hildesheim);,"2064655889,2019736652,78243962","Motifs are the most repetitive/frequent patterns of a time-series. The discovery of motifs is crucial for practitioners in order to understand and interpret the phenomena occurring in sequential data. Currently, motifs are searched among series sub-sequences, aiming at selecting the most frequently occurring ones. Search-based methods, which try out series sub-sequence as motif candidates, are currently believed to be the best methods in finding the most frequent patterns. However, this paper proposes an entirely new perspective in finding motifs. We demonstrate that searching is non-optimal since the domain of motifs is restricted, and instead we propose a principled optimization approach able to find optimal motifs. We treat the occurrence frequency as a function and time-series motifs as its parameters, therefore we learn the optimal motifs that maximize the frequency function. In contrast to searching, our method is able to discover the most repetitive patterns (hence optimal), even in cases where they do not explicitly occur as sub-sequences. Experiments on several real-life time-series datasets show that the motifs found by our method are highly more frequent than the ones found through searching, for exactly the same distance threshold.",2016,ACM Transactions on Knowledge Discovery From Data volume 11 issue 1 pp 6,time series;bioinformatics;data mining;machine learning;statistics;mathematics;
Catching Synchronized Behaviors in Large Networks: A Graph Mining Approach,Meng Jiang (Tsinghua University);Peng Cui (Tsinghua University);Alex Beutel (Carnegie Mellon University);Christos Faloutsos (Carnegie Mellon University);Shiqiang Yang (Tsinghua University);,"2115305989,2113115369,2045447989,2198983026,2127183023","Given a directed graph of millions of nodes, how can we automatically spot anomalous, suspicious nodes judging only from their connectivity patterns? Suspicious graph patterns show up in many applications, from Twitter users who buy fake followers, manipulating the social network, to botnet members performing distributed denial of service attacks, disturbing the network traffic graph. We propose a fast and effective method, C atch S ync , which exploits two of the tell-tale signs left in graphs by fraudsters: (a) synchronized behavior: suspicious nodes have extremely similar behavior patterns because they are often required to perform some task together (such as follow the same user); and (b) rare behavior: their connectivity patterns are very different from the majority. We introduce novel measures to quantify both concepts (“synchronicity” and “normality”) and we propose a parameter-free algorithm that works on the resulting synchronicity-normality plots. Thanks to careful design, C atch S ync has the following desirable properties: (a) it is scalable to large datasets, being linear in the graph size; (b) it is parameter free ; and (c) it is side-information-oblivious : it can operate using only the topology, without needing labeled data, nor timing information, and the like., while still capable of using side information if available. We applied C atch S ync on three large, real datasets, 1-billion-edge Twitter social graph, 3-billion-edge, and 12-billion-edge Tencent Weibo social graphs, and several synthetic ones; C atch S ync consistently outperforms existing competitors, both in detection accuracy by 36p on Twitter and 20p on Tencent Weibo, as well as in speed.",2016,ACM Transactions on Knowledge Discovery From Data volume 10 issue 4 pp 35,anomaly detection;world wide web;data mining;machine learning;computer science;
Less is More: Building Selective Anomaly Ensembles,Shebuti Rayana (Stony Brook University);Leman Akoglu (Stony Brook University);,"1722036351,2288278917","Ensemble learning for anomaly detection has been barely studied, due to difficulty in acquiring ground truth and the lack of inherent objective functions. In contrast, ensemble approaches for classification and clustering have been studied and effectively used for long. Our work taps into this gap and builds a new ensemble approach for anomaly detection, with application to event detection in temporal graphs as well as outlier detection in no-graph settings. It handles and combines multiple heterogeneous detectors to yield improved and robust performance. Importantly, trusting results from all the constituent detectors may deteriorate the overall performance of the ensemble, as some detectors could provide inaccurate results depending on the type of data in hand and the underlying assumptions of a detector. This suggests that combining the detectors selectively is key to building effective anomaly ensembles—hence “less is more”. In this paper we propose a novel ensemble approach called SELECT for anomaly detection, which automatically and systematically selects the results from constituent detectors to combine in a fully unsupervised fashion. We apply our method to event detection in temporal graphs and outlier detection in multi-dimensional point data (no-graph), where SELECT successfully utilizes five base detectors and seven consensus methods under a unified ensemble framework. We provide extensive quantitative evaluation of our approach for event detection on five real-world datasets (four with ground truth events), including Enron email communications, RealityMining SMS and phone call records, New York Times news corpus, and World Cup 2014 Twitter news feed. We also provide results for outlier detection on seven real-world multi-dimensional point datasets from UCI Machine Learning Repository. Thanks to its selection mechanism, SELECT yields superior performance compared to the individual detectors alone, the full ensemble (naively combining all results), an existing diversity-based ensemble, and an existing weighted ensemble approach.",2016,ACM Transactions on Knowledge Discovery From Data volume 10 issue 4 pp 42,ensemble learning;unsupervised learning;data mining;pattern recognition;machine learning;computer science;
Eigen-Optimization on Large Graphs by Edge Manipulation,Chen Chen (Arizona State University);Hanghang Tong (Arizona State University);B. Aditya Prakash (Virginia Tech);Tina Eliassi-Rad (Rutgers University);Michalis Faloutsos (University of New Mexico);Christos Faloutsos (Carnegie Mellon University);,"2311808467,2667261544,2124002246,218538652,2703613186,2198983026","Large graphs are prevalent in many applications and enable a variety of information dissemination processes, e.g., meme, virus, and influence propagation. How can we optimize the underlying graph structure to affect the outcome of such dissemination processes in a desired way (e.g., stop a virus propagation, facilitate the propagation of a piece of good idea, etc)? Existing research suggests that the leading eigenvalue of the underlying graph is the key metric in determining the so-called epidemic threshold for a variety of dissemination models. In this paper, we study the problem of how to optimally place a set of edges (e.g., edge deletion and edge addition) to optimize the leading eigenvalue of the underlying graph, so that we can guide the dissemination process in a desired way. We propose effective, scalable algorithms for edge deletion and edge addition, respectively. In addition, we reveal the intrinsic relationship between edge deletion and node deletion problems. Experimental results validate the effectiveness and efficiency of the proposed algorithms.",2016,ACM Transactions on Knowledge Discovery From Data volume 10 issue 4 pp 49,scalability;theoretical computer science;combinatorics;distributed computing;computer science;mathematics;
Spatial-Proximity Optimization for Rapid Task Group Deployment,Chih-Ya Shen (Academia Sinica);De-Nian Yang (Academia Sinica);Wang-Chien Lee (Pennsylvania State University);Ming-Syan Chen (National Taiwan University);,"2122520210,2096343151,2143778659,2122365371","Spatial proximity is one of the most important factors for the quick deployment of the task groups in various time-sensitive missions. This article proposes a new spatial query, Spatio-Social Team Query (SSTQ) , that forms a strong task group by considering (1) the group’s spatial distance (i.e., transportation time), (2) skills of the candidate group members, and (3) social rapport among the candidates. Efficient processing of SSTQ is very challenging, because the aforementioned spatial, skill, and social factors need to be carefully examined. In this article, therefore, we first formulate two subproblems of SSTQ, namely Hop-Constrained Team Problem (HCTP) and Connection-Oriented Team Query (COTQ) . HCTP is a decision problem that considers only social and skill dimensions. We prove that HCTP is NP-Complete. Moreover, based on the hardness of HCTP, we prove that SSTQ is NP-Hard and inapproximable within any factor . On the other hand, COTQ is a special case of SSTQ that relaxes the social constraint. We prove that COTQ is NP-Hard and propose an approximation algorithm for COTQ, namely COTprox . Furthermore, based on the observations on COTprox, we devise an approximation algorithm, SSTprox , with a guaranteed error bound for SSTQ. Finally, to efficiently obtain the optimal solution to SSTQ for small instances, we design two efficient algorithms, SpatialFirst and SkillFirst , with different scenarios in mind. These two algorithms incorporate various effective ordering and pruning techniques to reduce the search space for answering SSTQ. Experimental results on real datasets indicate that the proposed algorithms can efficiently answer SSTQ under various parameter settings.",2016,ACM Transactions on Knowledge Discovery From Data volume 10 issue 4 pp 47,spatial database;social network;data mining;machine learning;simulation;computer science;mathematics;
Heterogeneous Translated Hashing: A Scalable Solution Towards Multi-Modal Similarity Search,Ying Wei (Hong Kong University of Science and Technology);Yangqiu Song (University of Illinois at Urbana–Champaign);Yi Zhen (Georgia Institute of Technology);Bo Liu (Hong Kong University of Science and Technology);Qiang Yang (Hong Kong University of Science and Technology);,"2235263654,2099747503,2706898368,2423441494,2109031554","Multi-modal similarity search has attracted considerable attention to meet the need of information retrieval across different types of media. To enable efficient multi-modal similarity search in large-scale databases recently, researchers start to study multi-modal hashing. Most of the existing methods are applied to search across multi-views among which explicit correspondence is provided. Given a multi-modal similarity search task, we observe that abundant multi-view data can be found on the Web which can serve as an auxiliary bridge. In this paper, we propose a Heterogeneous Translated Hashing (HTH) method with such auxiliary bridge incorporated not only to improve current multi-view search but also to enable similarity search across heterogeneous media which have no direct correspondence. HTH provides more flexible and discriminative ability by embedding heterogeneous media into different Hamming spaces, compared to almost all existing methods that map heterogeneous data in a common Hamming space. We formulate a joint optimization model to learn hash functions embedding heterogeneous media into different Hamming spaces, and a translator aligning different Hamming spaces. The extensive experiments on two real-world datasets, one publicly available dataset of Flickr, and the other MIRFLICKR-Yahoo Answers dataset, highlight the effectiveness and efficiency of our algorithm.",2016,ACM Transactions on Knowledge Discovery From Data volume 10 issue 4 pp 36,locality sensitive hashing;scalability;world wide web;information retrieval;data mining;machine learning;computer science;
Co-Clustering Structural Temporal Data with Applications to Semiconductor Manufacturing,Yada Zhu (IBM);Jingrui He (Arizona State University);,"2734983207,2693123770","Recent years have witnessed data explosion in semiconductor manufacturing due to advances in instrumentation and storage techniques. The large amount of data associated with process variables monitored over time form a rich reservoir of information, which can be used for a variety of purposes, such as anomaly detection, quality control, and fault diagnostics. In particular, following the same recipe for a certain Integrated Circuit device, multiple tools and chambers can be deployed for the production of this device, during which multiple time series can be collected, such as temperature, impedance, gas flow, electric bias, etc. These time series naturally fit into a two-dimensional array (matrix), i.e., each element in this array corresponds to a time series for one process variable from one chamber. To leverage the rich structural information in such temporal data, in this article, we propose a novel framework named C-Struts to simultaneously cluster on the two dimensions of this array. In this framework, we interpret the structural information as a set of constraints on the cluster membership, introduce an auxiliary probability distribution accordingly, and design an iterative algorithm to assign each time series to a certain cluster on each dimension. Furthermore, we establish the equivalence between C-Struts and a generic optimization problem, which is able to accommodate various distance functions. Extensive experiments on synthetic, benchmark, as well as manufacturing datasets demonstrate the effectiveness of the proposed method.",2016,ACM Transactions on Knowledge Discovery From Data volume 10 issue 4 pp 43,structure;semiconductor;biclustering;data mining;machine learning;simulation;statistics;computer science;
Introduction to the Special Issue of Best Papers in ACM SIGKDD 2014,"Wei Wang (University of California, Los Angeles);Jure Leskovec (Stanford University);","2315689540,1878631932",-,2016,ACM Transactions on Knowledge Discovery From Data volume 10 issue 4 pp 33,-
CGC: A Flexible and Robust Approach to Integrating Co-Regularized Multi-Domain Graph for Clustering,"Wei Cheng (University of North Carolina at Chapel Hill);Zhishan Guo (University of North Carolina at Chapel Hill);Xiang Zhang (Case Western Reserve University);Wei Wang (University of California, Los Angeles);","2620045292,2165841276,2553248206,2315689540","Multi-view graph clustering aims to enhance clustering performance by integrating heterogeneous information collected in different domains. Each domain provides a different view of the data instances. Leveraging cross-domain information has been demonstrated an effective way to achieve better clustering results. Despite the previous success, existing multi-view graph clustering methods usually assume that different views are available for the same set of instances. Thus, instances in different domains can be treated as having strict one-to-one relationship. In many real-life applications, however, data instances in one domain may correspond to multiple instances in another domain. Moreover, relationships between instances in different domains may be associated with weights based on prior (partial) knowledge. In this article, we propose a flexible and robust framework, Co-regularized Graph Clustering (CGC), based on non-negative matrix factorization (NMF), to tackle these challenges. CGC has several advantages over the existing methods. First, it supports many-to-many cross-domain instance relationship. Second, it incorporates weight on cross-domain relationship. Third, it allows partial cross-domain mapping so that graphs in different domains may have different sizes. Finally, it provides users with the extent to which the cross-domain instance relationship violates the in-domain clustering structure, and thus enables users to re-evaluate the consistency of the relationship. We develop an efficient optimization method that guarantees to find the global optimal solution with a given confidence requirement. The proposed method can automatically identify noisy domains and assign smaller weights to them. This helps to obtain optimal graph partition for the focused domain. Extensive experimental results on UCI benchmark datasets, newsgroup datasets, and biological interaction networks demonstrate the effectiveness of our approach.",2016,ACM Transactions on Knowledge Discovery From Data volume 10 issue 4 pp 46,correlation clustering;constrained clustering;clustering coefficient;fuzzy clustering;non negative matrix factorization;cluster analysis;data mining;machine learning;mathematical optimization;computer science;mathematics;
Inferring Dynamic Diffusion Networks in Online Media,Maryam Tahani (Sharif University of Technology);Ali Mohammad Afshin Hemmatyar (Sharif University of Technology);Hamid R. Rabiee (Sharif University of Technology);Maryam Ramezani (Sharif University of Technology);,"2499910170,1906074235,2032985511,2493360359","Online media play an important role in information societies by providing a convenient infrastructure for different processes. Information diffusion that is a fundamental process taking place on social and information networks has been investigated in many studies. Research on information diffusion in these networks faces two main challenges: (1) In most cases, diffusion takes place on an underlying network, which is latent and its structure is unknown. (2) This latent network is not fixed and changes over time. In this article, we investigate the diffusion network extraction (DNE) problem when the underlying network is dynamic and latent. We model the diffusion behavior (existence probability) of each edge as a stochastic process and utilize the Hidden Markov Model (HMM) to discover the most probable diffusion links according to the current observation of the diffusion process, which is the infection time of nodes and the past diffusion behavior of links. We evaluate the performance of our Dynamic Diffusion Network Extraction (DDNE) method, on both synthetic and real datasets. Experimental results show that the performance of the proposed method is independent of the cascade transmission model and outperforms the state of art method in terms of F-measure.",2016,ACM Transactions on Knowledge Discovery From Data volume 10 issue 4 pp 44,dynamic network analysis;digital media;hidden markov model;artificial intelligence;machine learning;simulation;computer science;
"Mining Dual Networks: Models, Algorithms, and Applications",Yubao Wu (Case Western Reserve University);Xiaofeng Zhu (Case Western Reserve University);Li Li (Case Western Reserve University);Wei Fan (Baidu);Ruoming Jin (Kent State University);Xiang Zhang (Case Western Reserve University);,"2481087172,2212746422,2694743028,2736263678,2119237514,2553248206","Finding the densest subgraph in a single graph is a fundamental problem that has been extensively studied. In many emerging applications, there exist dual networks. For example, in genetics, it is important to use protein interactions to interpret genetic interactions. In this application, one network represents physical interactions among nodes, for example, protein--protein interactions, and another network represents conceptual interactions, for example, genetic interactions. Edges in the conceptual network are usually derived based on certain correlation measure or statistical test measuring the strength of the interaction. Two nodes with strong conceptual interaction may not have direct physical interaction. In this article, we propose the novel dual-network model and investigate the problem of finding the densest connected subgraph (DCS), which has the largest density in the conceptual network and is also connected in the physical network. Density in the conceptual network represents the average strength of the measured interacting signals among the set of nodes. Connectivity in the physical network shows how they interact physically. Such pattern cannot be identified using the existing algorithms for a single network. We show that even though finding the densest subgraph in a single network is polynomial time solvable, the DCS problem is NP-hard. We develop a two-step approach to solve the DCS problem. In the first step, we effectively prune the dual networks, while guarantee that the optimal solution is contained in the remaining networks. For the second step, we develop two efficient greedy methods based on different search strategies to find the DCS. Different variations of the DCS problem are also studied. We perform extensive experiments on a variety of real and synthetic dual networks to evaluate the effectiveness and efficiency of the developed methods.",2016,ACM Transactions on Knowledge Discovery From Data volume 10 issue 4 pp 40,interaction network;combinatorics;machine learning;algorithm;computer science;mathematics;
Jointly Modeling Label and Feature Heterogeneity in Medical Informatics,Pei Yang (Arizona State University);Hongxia Yang (IBM);Haoda Fu (Eli Lilly and Company);Dawei Zhou (Arizona State University);Jieping Ye (University of Michigan);Theodoros Lappas (Stevens Institute of Technology);Jingrui He (Arizona State University);,"2309210939,2309208648,2683856079,2303436841,2305258894,2028397797,2693123770","Multiple types of heterogeneity including label heterogeneity and feature heterogeneity often co-exist in many real-world data mining applications, such as diabetes treatment classification, gene functionality prediction, and brain image analysis. To effectively leverage such heterogeneity, in this article, we propose a novel graph-based model for Learning with both Label and Feature heterogeneity, namely L 2 F . It models the label correlation by requiring that any two label-specific classifiers behave similarly on the same views if the associated labels are similar, and imposes the view consistency by requiring that view-based classifiers generate similar predictions on the same examples. The objective function for L 2 F is jointly convex. To solve the optimization problem, we propose an iterative algorithm, which is guaranteed to converge to the global optimum. One appealing feature of L 2 F is that it is capable of handling data with missing views and labels. Furthermore, we analyze its generalization performance based on Rademacher complexity, which sheds light on the benefits of jointly modeling the label and feature heterogeneity. Experimental results on various biomedical datasets show the effectiveness of the proposed approach.",2016,ACM Transactions on Knowledge Discovery From Data volume 10 issue 4 pp 39,health informatics;data science;data mining;machine learning;statistics;computer science;
Biomedical Ontology Quality Assurance Using a Big Data Approach,Licong Cui (University of Kentucky);Shiqiang Tao (University of Kentucky);Guo Qiang Zhang (University of Kentucky);,"2147120483,2119318853,2588264867","This article presents recent progresses made in using scalable cloud computing environment, Hadoop and MapReduce, to perform ontology quality assurance (OQA), and points to areas of future opportunity. The standard sequential approach used for implementing OQA methods can take weeks if not months for exhaustive analyses for large biomedical ontological systems. With OQA methods newly implemented using massively parallel algorithms in the MapReduce framework, several orders of magnitude in speed-up can be achieved (e.g., from three months to three hours). Such dramatically reduced time makes it feasible not only to perform exhaustive structural analysis of large ontological hierarchies, but also to systematically track structural changes between versions for evolutional analysis. As an exemplar, progress is reported in using MapReduce to perform evolutional analysis and visualization on the Systemized Nomenclature of Medicine—Clinical Terms (SNOMED CT), a prominent clinical terminology system. Future opportunities in three areas are described: one is to extend the scope of MapReduce-based approach to existing OQA methods, especially for automated exhaustive structural analysis. The second is to apply our proposed MapReduce Pipeline for Lattice-based Evaluation (MaPLE) approach, demonstrated as an exemplar method for SNOMED CT, to other biomedical ontologies. The third area is to develop interfaces for reviewing results obtained by OQA methods and for visualizing ontological alignment and evolution, which can also take advantage of cloud computing technology to systematically pre-compute computationally intensive jobs in order to increase performance during user interactions with the visualization interface. Advances in these directions are expected to better support the ontological engineering lifecycle.",2016,ACM Transactions on Knowledge Discovery From Data volume 10 issue 4 pp 41,snomed ct;lattice;data science;data mining;database;computer science;
Product Selection Problem: Improve Market Share by Learning Consumer Behavior,Silei Xu (The Chinese University of Hong Kong);John C. S. Lui (The Chinese University of Hong Kong);,"2227703894,2045404162","It is often crucial for manufacturers to decide what products to produce so that they can increase their market share in an increasingly fierce market. To decide which products to produce, manufacturers need to analyze the consumers’ requirements and how consumers make their purchase decisions so that the new products will be competitive in the market. In this paper, we first present a general distance-based product adoption model to capture consumers’ purchase behavior. Using this model, various distance metrics can be used to describe different real life purchase behavior. We then provide a learning algorithm to decide which set of distance metrics one should use when we are given some accessible historical purchase data. Based on the product adoption model, we formalize the k most marketable products (or k- MMP ) selection problem and formally prove that the problem is NP-hard . To tackle this problem, we propose an efficient greedy-based approximation algorithm with a provable solution guarantee. Using submodularity analysis, we prove that our approximation algorithm can achieve at least 63p of the optimal solution. We apply our algorithm on both synthetic datasets and real-world datasets (TripAdvisor.com), and show that our algorithm can easily achieve five or more orders of speedup over the exhaustive search and achieve about 96p of the optimal solution on average. Our experiments also demonstrate the robustness of our distance metric learning method, and illustrate how one can adopt it to improve the accuracy of product selection.",2016,ACM Transactions on Knowledge Discovery From Data volume 10 issue 4 pp 34,submodular set function;approximation algorithm;data mining;machine learning;mathematics;
Guest Editorial: Special Issue on Connected Health at Big Data Era (BigChat): A TKDD Special Issue,Hanghang Tong (Arizona State University);Fei Wang (University of Connecticut);Munmun De Choudhury (Georgia Institute of Technology);Zoran Obradovic (Temple University);,"2667261544,2465953593,2123618928,2029694244",-,2016,ACM Transactions on Knowledge Discovery From Data volume 10 issue 4 pp 37,universal hashing;scalability;data science;theoretical computer science;information retrieval;computer science;
"Featuring, Detecting, and Visualizing Human Sentiment in Chinese Micro-Blog",Zhiwen Yu (Northwestern Polytechnical University);Zhitao Wang (Northwestern Polytechnical University);Liming Chen (De Montfort University);Bin Guo (Northwestern Polytechnical University);Wenjie Li (Hong Kong Polytechnic University);,"2118377178,2226468868,2155463703,2105384808,2139868060","Micro-blog has been increasingly used for the public to express their opinions, and for organizations to detect public sentiment about social events or public policies. In this article, we examine and identify the key problems of this field, focusing particularly on the characteristics of innovative words, multi-media elements, and hierarchical structure of Chinese “Weibo.” Based on the analysis, we propose a novel approach and develop associated theoretical and technological methods to address these problems. These include a new sentiment word mining method based on three wording metrics and point-wise information, a rule set model for analyzing sentiment features of different linguistic components, and the corresponding methodology for calculating sentiment on multi-granularity considering emoticon elements as auxiliary affective factors. We evaluate our new word discovery and sentiment detection methods on a real-life Chinese micro-blog dataset. Initial results show that our new diction can improve sentiment detection, and they demonstrate that our multi-level rule set method is more effective, with the average accuracy being 10.2p and 1.5p higher than two existing methods for Chinese micro-blog sentiment analysis. In addition, we exploit visualization techniques to study the relationships between online sentiment and real life. The visualization of detected sentiment can help depict temporal patterns and spatial discrepancy.",2016,ACM Transactions on Knowledge Discovery From Data volume 10 issue 4 pp 48,visualization;sentiment analysis;data science;world wide web;data mining;computer science;
Unsupervised Rare Pattern Mining: A Survey,Yun Sing Koh (University of Auckland);Sri Devi Ravana (University of Malaya);,"1987110578,2557241765","Association rule mining was first introduced to examine patterns among frequent items. The original motivation for seeking these rules arose from need to examine customer purchasing behaviour in supermarket transaction data. It seeks to identify combinations of items or itemsets, whose presence in a transaction affects the likelihood of the presence of another specific item or itemsets. In recent years, there has been an increasing demand for rare association rule mining. Detecting rare patterns in data is a vital task, with numerous high-impact applications including medical, finance, and security. This survey aims to provide a general, comprehensive, and structured overview of the state-of-the-art methods for rare pattern mining. We investigate the problems in finding rare rules using traditional association rule mining. As rare association rule mining has not been well explored, there is still specific groundwork that needs to be established. We will discuss some of the major issues in rare association rule mining and also look at current algorithms. As a contribution, we give a general framework for categorizing algorithms: Apriori and Tree based. We highlight the differences between these methods. Finally, we present several real-world application using rare pattern mining in diverse domains. We conclude our survey with a discussion on open and practical challenges in the field.",2016,ACM Transactions on Knowledge Discovery From Data volume 10 issue 4 pp 45,k optimal pattern discovery;association rule learning;data science;operations research;data mining;machine learning;computer science;
Kernelized Information-Theoretic Metric Learning for Cancer Diagnosis Using High-Dimensional Molecular Profiling Data,Feiyu Xiong (Drexel University);Moshe Kam (New Jersey Institute of Technology);Leonid Hrebien (Drexel University);Beilun Wang (University of Virginia);Yanjun Qi (University of Virginia);,"2131398225,2678317542,221359174,2357637447,2255911127","With the advancement of genome-wide monitoring technologies, molecular expression data have become widely used for diagnosing cancer through tumor or blood samples. When mining molecular signature data, the process of comparing samples through an adaptive distance function is fundamental but difficult, as such datasets are normally heterogeneous and high dimensional. In this article, we present kernelized information-theoretic metric learning (KITML) algorithms that optimize a distance function to tackle the cancer diagnosis problem and scale to high dimensionality. By learning a nonlinear transformation in the input space implicitly through kernelization, KITML permits efficient optimization, low storage, and improved learning of distance metric. We propose two novel applications of KITML for diagnosing cancer using high-dimensional molecular profiling data: (1) for sample-level cancer diagnosis, the learned metric is used to improve the performance of k -nearest neighbor classification; and (2) for estimating the severity level or stage of a group of samples, we propose a novel set-based ranking approach to extend KITML. For the sample-level cancer classification task, we have evaluated on 14 cancer gene microarray datasets and compared with eight other state-of-the-art approaches. The results show that our approach achieves the best overall performance for the task of molecular-expression-driven cancer sample diagnosis. For the group-level cancer stage estimation, we test the proposed set-KITML approach using three multi-stage cancer microarray datasets, and correctly estimated the stages of sample groups for all three studies.",2016,ACM Transactions on Knowledge Discovery From Data volume 10 issue 4 pp 38,clustering high dimensional data;bioinformatics;data mining;machine learning;computer science;mathematics;
